tau,mse_0,mse_1,mse_2,mse_3,mse_4,mse_5,mse_6,mse_7,mse_8,mse_9,mse_10,mse_11,mse_12,mse_13,mse_14,mse_15,mse_16,mse_17,mse_18,mse_19
17,0.00022245318617362866,8.2671734744092e-05,4.060608765710262e-05,2.764359698178224e-05,2.0583772844181165e-05,1.626279545080369e-05,1.3649597234653226e-05,1.2002774286227031e-05,1.0856660123445007e-05,9.948274084039073e-06,9.164264091945995e-06,8.515939019731286e-06,8.015662094094698e-06,7.630918280590881e-06,7.3541587263685206e-06,7.2380950707186764e-06,7.351370355100928e-06,7.690285991488022e-06,8.231951262805666e-06,9.042877804171943e-06
