tau,mse_0,mse_1,mse_2,mse_3,mse_4,mse_5,mse_6,mse_7,mse_8,mse_9,mse_10,mse_11,mse_12,mse_13,mse_14,mse_15,mse_16,mse_17,mse_18,mse_19
17,0.020555607296599436,0.00011243391512405992,3.1449280495252035e-05,1.1550828630118034e-05,6.326727159452292e-06,3.8577286822316965e-06,2.881028916991152e-06,2.588048665684323e-06,2.13419691807071e-06,1.920186185624446e-06,1.2892787038303246e-06,1.0267975982354138e-06,8.869707553921752e-07,8.421608781851445e-07,7.732461650059647e-07,6.95481710261907e-07,6.299652471793724e-07,5.981704953496173e-07,5.569037287670182e-07,5.042022729936427e-07
